"MANAB - Manual of Word Abbreviations - English", "manab_en", "ca-en", "https://www.canada.ca/en/environment-climate-change/services/weather-manuals-documentation/manab-word-abbreviations-4th-edition/search.html"
"MANAB - Manuel d'abréviations de mots - French", "manab_fr", "ca-fr", "https://www.canada.ca/fr/environnement-changement-climatique/services/manuels-documents-conditions-meteorologiques/manab-abreviations-de-mots-4e-edition/recherche.html"
"FAA - Airport Acronyms and Abbreviations", "faa_airport_acronyms_and_abbreviations", "us-en", "https://www.faa.gov/airports/resources/acronyms"
"FAA - Acronyms and Abbreviations", "faa_acronyms_and_abbreviations", "us-en", "https://www.faa.gov/jobs/abbreviations"
"NOAA - Weather Acronyms", "noaa", "us-en", "https://www.noaa.gov/jetstream/appendix/weather-acronyms"
